k,model,R2_mean,R2_per_target,MAE_mean,RMSE_mean,features,top_10_features
18,Lasso,0.799618,target5+:0.7417 | target4+:0.7504 | target3+:0.7698 | target2+:0.8228 | target1+:0.9134,1.770795,2.275426,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
17,Lasso,0.799611,target5+:0.7417 | target4+:0.7504 | target3+:0.7698 | target2+:0.8228 | target1+:0.9134,1.770829,2.275465,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
19,Lasso,0.799546,target5+:0.7417 | target4+:0.7504 | target3+:0.7698 | target2+:0.8226 | target1+:0.9132,1.771246,2.275837,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
32,Random Forest,0.799475,target5+:0.7425 | target4+:0.7531 | target3+:0.7774 | target2+:0.8228 | target1+:0.9016,1.789879,2.276279,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation | rolling_14_dew_change,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
35,Random Forest,0.799474,target5+:0.7428 | target4+:0.7529 | target3+:0.7774 | target2+:0.8231 | target1+:0.9012,1.78978,2.276284,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation | rolling_14_dew_change | dew_lag_10 | temp_anomaly_vs_season_avg | season_avg_day_length_hours,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
94,XGBoost,0.799409,target5+:0.7481 | target4+:0.7411 | target3+:0.7692 | target2+:0.8244 | target1+:0.9142,1.774291,2.276607,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation | rolling_14_dew_change | dew_lag_10 | temp_anomaly_vs_season_avg | season_avg_day_length_hours | rolling_14_windspeed_change | rolling_14_moonphase_cos_change | rolling_14_feelslikemin_change | rolling_7_humidity | sealevelpressure | rolling_14_wind_u_change | sealevelpressure_lag_2 | rolling_21_sealevelpressure_change | rolling_30_windspeed_change | rolling_14_dew | season_avg_precipcover | season_avg_wind_u | rolling_7_dew | rolling_7_windspeed_change | rolling_30_uv_temp_interaction | rolling_14_tempmin | rolling_7_wind_v | rolling_14_feelslikemin | rolling_21_effective_solar | pressure_trend_7d | rolling_30_windgust_change | rolling_14_windgust_change | rolling_7_cloudcover | rolling_30_moonphase_sin | rolling_14_sealevelpressure_change | cloudcover | rolling_30_temp_solar_interaction | rolling_21_wind_u_change | month_avg_visibility | rolling_7_feelslikemin_change | day_avg_moonphase_cos | rolling_3_cloudcover | rolling_7_wind_u_change | season_avg_weighted_precip | rolling_21_windspeed_change | rolling_30_sealevelpressure_change | rolling_21_windgust_change | sealevelpressure_lag_21 | season_avg_wind_v | month_avg_precipcover | season_avg_precip | year_avg_day_length_hours | month_avg_feelslikemin | feelslike_lag_14 | rolling_30_tempmin | effective_solar | rolling_30_solarenergy | pressure_trend_3d | temp_sealevelpressure_interaction_lag_10 | rolling_7_windgust_change | rolling_7_wind_v_change | day_avg_temp_range | temp_sealevelpressure_interaction_lag_14 | rolling_30_solarradiation | rolling_14_uv_temp_interaction | day_avg_temp | year_avg_humidity | rolling_21_uvindex | sealevelpressure_lag_5,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
21,CatBoost,0.799382,target5+:0.7413 | target4+:0.7513 | target3+:0.7726 | target2+:0.8225 | target1+:0.9093,1.777559,2.276783,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
29,Random Forest,0.79927,target5+:0.7416 | target4+:0.7528 | target3+:0.7772 | target2+:0.8231 | target1+:0.9017,1.790668,2.277441,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
30,Random Forest,0.799206,target5+:0.7413 | target4+:0.7530 | target3+:0.7776 | target2+:0.8227 | target1+:0.9015,1.791317,2.277803,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
31,Random Forest,0.799184,target5+:0.7415 | target4+:0.7528 | target3+:0.7774 | target2+:0.8228 | target1+:0.9015,1.791324,2.277927,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
25,Random Forest,0.799148,target5+:0.7415 | target4+:0.7521 | target3+:0.7770 | target2+:0.8228 | target1+:0.9024,1.792682,2.278131,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
77,XGBoost,0.799111,target5+:0.7376 | target4+:0.7464 | target3+:0.7728 | target2+:0.8244 | target1+:0.9143,1.770259,2.278293,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation | rolling_14_dew_change | dew_lag_10 | temp_anomaly_vs_season_avg | season_avg_day_length_hours | rolling_14_windspeed_change | rolling_14_moonphase_cos_change | rolling_14_feelslikemin_change | rolling_7_humidity | sealevelpressure | rolling_14_wind_u_change | sealevelpressure_lag_2 | rolling_21_sealevelpressure_change | rolling_30_windspeed_change | rolling_14_dew | season_avg_precipcover | season_avg_wind_u | rolling_7_dew | rolling_7_windspeed_change | rolling_30_uv_temp_interaction | rolling_14_tempmin | rolling_7_wind_v | rolling_14_feelslikemin | rolling_21_effective_solar | pressure_trend_7d | rolling_30_windgust_change | rolling_14_windgust_change | rolling_7_cloudcover | rolling_30_moonphase_sin | rolling_14_sealevelpressure_change | cloudcover | rolling_30_temp_solar_interaction | rolling_21_wind_u_change | month_avg_visibility | rolling_7_feelslikemin_change | day_avg_moonphase_cos | rolling_3_cloudcover | rolling_7_wind_u_change | season_avg_weighted_precip | rolling_21_windspeed_change | rolling_30_sealevelpressure_change | rolling_21_windgust_change | sealevelpressure_lag_21 | season_avg_wind_v | month_avg_precipcover | season_avg_precip | year_avg_day_length_hours,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
53,XGBoost,0.798913,target5+:0.7372 | target4+:0.7391 | target3+:0.7764 | target2+:0.8290 | target1+:0.9129,1.763751,2.279411,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation | rolling_14_dew_change | dew_lag_10 | temp_anomaly_vs_season_avg | season_avg_day_length_hours | rolling_14_windspeed_change | rolling_14_moonphase_cos_change | rolling_14_feelslikemin_change | rolling_7_humidity | sealevelpressure | rolling_14_wind_u_change | sealevelpressure_lag_2 | rolling_21_sealevelpressure_change | rolling_30_windspeed_change | rolling_14_dew | season_avg_precipcover | season_avg_wind_u | rolling_7_dew | rolling_7_windspeed_change | rolling_30_uv_temp_interaction | rolling_14_tempmin | rolling_7_wind_v | rolling_14_feelslikemin,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
24,Random Forest,0.798899,target5+:0.7424 | target4+:0.7516 | target3+:0.7763 | target2+:0.8226 | target1+:0.9016,1.793889,2.279548,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
26,Random Forest,0.798709,target5+:0.7406 | target4+:0.7513 | target3+:0.7767 | target2+:0.8222 | target1+:0.9028,1.795165,2.280618,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
28,Random Forest,0.798628,target5+:0.7414 | target4+:0.7513 | target3+:0.7762 | target2+:0.8225 | target1+:0.9017,1.799421,2.28108,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
27,Random Forest,0.798503,target5+:0.7391 | target4+:0.7507 | target3+:0.7768 | target2+:0.8232 | target1+:0.9027,1.798598,2.281781,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
91,XGBoost,0.798299,target5+:0.7224 | target4+:0.7475 | target3+:0.7732 | target2+:0.8316 | target1+:0.9169,1.769663,2.282864,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation | rolling_14_dew_change | dew_lag_10 | temp_anomaly_vs_season_avg | season_avg_day_length_hours | rolling_14_windspeed_change | rolling_14_moonphase_cos_change | rolling_14_feelslikemin_change | rolling_7_humidity | sealevelpressure | rolling_14_wind_u_change | sealevelpressure_lag_2 | rolling_21_sealevelpressure_change | rolling_30_windspeed_change | rolling_14_dew | season_avg_precipcover | season_avg_wind_u | rolling_7_dew | rolling_7_windspeed_change | rolling_30_uv_temp_interaction | rolling_14_tempmin | rolling_7_wind_v | rolling_14_feelslikemin | rolling_21_effective_solar | pressure_trend_7d | rolling_30_windgust_change | rolling_14_windgust_change | rolling_7_cloudcover | rolling_30_moonphase_sin | rolling_14_sealevelpressure_change | cloudcover | rolling_30_temp_solar_interaction | rolling_21_wind_u_change | month_avg_visibility | rolling_7_feelslikemin_change | day_avg_moonphase_cos | rolling_3_cloudcover | rolling_7_wind_u_change | season_avg_weighted_precip | rolling_21_windspeed_change | rolling_30_sealevelpressure_change | rolling_21_windgust_change | sealevelpressure_lag_21 | season_avg_wind_v | month_avg_precipcover | season_avg_precip | year_avg_day_length_hours | month_avg_feelslikemin | feelslike_lag_14 | rolling_30_tempmin | effective_solar | rolling_30_solarenergy | pressure_trend_3d | temp_sealevelpressure_interaction_lag_10 | rolling_7_windgust_change | rolling_7_wind_v_change | day_avg_temp_range | temp_sealevelpressure_interaction_lag_14 | rolling_30_solarradiation | rolling_14_uv_temp_interaction | day_avg_temp,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
62,XGBoost,0.798138,target5+:0.7256 | target4+:0.7369 | target3+:0.7760 | target2+:0.8338 | target1+:0.9183,1.764219,2.283764,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation | rolling_14_dew_change | dew_lag_10 | temp_anomaly_vs_season_avg | season_avg_day_length_hours | rolling_14_windspeed_change | rolling_14_moonphase_cos_change | rolling_14_feelslikemin_change | rolling_7_humidity | sealevelpressure | rolling_14_wind_u_change | sealevelpressure_lag_2 | rolling_21_sealevelpressure_change | rolling_30_windspeed_change | rolling_14_dew | season_avg_precipcover | season_avg_wind_u | rolling_7_dew | rolling_7_windspeed_change | rolling_30_uv_temp_interaction | rolling_14_tempmin | rolling_7_wind_v | rolling_14_feelslikemin | rolling_21_effective_solar | pressure_trend_7d | rolling_30_windgust_change | rolling_14_windgust_change | rolling_7_cloudcover | rolling_30_moonphase_sin | rolling_14_sealevelpressure_change | cloudcover | rolling_30_temp_solar_interaction,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
52,XGBoost,0.797979,target5+:0.7366 | target4+:0.7454 | target3+:0.7666 | target2+:0.8284 | target1+:0.9130,1.773288,2.284697,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure | dew | rolling_3_sealevelpressure | tempmax | wind_u | sealevelpressure_lag_1 | season_avg_effective_solar | rolling_7_sealevelpressure_change | rolling_14_temp_solar_interaction | rolling_14_tempmin_change | temp_anomaly_vs_month_avg | tempmin | month_avg_tempmin | season_avg_solarenergy | rolling_30_precipcover | feelslikemin | season_avg_solarradiation | rolling_14_dew_change | dew_lag_10 | temp_anomaly_vs_season_avg | season_avg_day_length_hours | rolling_14_windspeed_change | rolling_14_moonphase_cos_change | rolling_14_feelslikemin_change | rolling_7_humidity | sealevelpressure | rolling_14_wind_u_change | sealevelpressure_lag_2 | rolling_21_sealevelpressure_change | rolling_30_windspeed_change | rolling_14_dew | season_avg_precipcover | season_avg_wind_u | rolling_7_dew | rolling_7_windspeed_change | rolling_30_uv_temp_interaction | rolling_14_tempmin | rolling_7_wind_v,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
15,Lasso,0.797922,target5+:0.7373 | target4+:0.7469 | target3+:0.7709 | target2+:0.8220 | target1+:0.9125,1.782463,2.285035,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax | rolling_7_sealevelpressure,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
13,Lasso,0.797921,target5+:0.7373 | target4+:0.7469 | target3+:0.7709 | target2+:0.8220 | target1+:0.9125,1.782465,2.285038,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
14,Lasso,0.797921,target5+:0.7373 | target4+:0.7469 | target3+:0.7709 | target2+:0.8220 | target1+:0.9125,1.782465,2.285038,day_length_hours_lag_21 | day_length_hours_lag_30 | temp_sealevelpressure_interaction | feelslike | temp | day_avg_feelslike | day_avg_tempmin | rolling_30_sealevelpressure | rolling_3_sealevelpressure_change | season_avg_sealevelpressure | rolling_3_wind_u_change | season_avg_feelslike | rolling_21_cloudcover | feelslikemax,"day_length_hours_lag_21, day_length_hours_lag_30, temp_sealevelpressure_interaction, feelslike, temp, day_avg_feelslike, day_avg_tempmin, rolling_30_sealevelpressure, rolling_3_sealevelpressure_change, season_avg_sealevelpressure..."
